OBJECTID,UNITID,AGENCY,FIRENAME,FIRENUM,STARTDATE,PERIMDATE,ACRES,YEAR,CAUSE,SHAPEAREA,SHAPELEN
304,WAOLS,WA DNR - OLY Region,Beckett Point,Unknown,2011-09-05T00:00:00.000Z,2011-09-05T00:00:00.000Z,19.08746161,2011,Unknown,831446.5021285,6054.27336799285
305,WASPS,WA DNR - SPS Region,California Rd,Unknown,2011-08-14T00:00:00.000Z,2011-08-14T00:00:00.000Z,0.40223456,2011,Unknown,17521.2671365,807.222178912007
306,WAWFS,WA Fire Service,Bell Plain,Unknown,2011-09-05T00:00:00.000Z,2011-09-05T00:00:00.000Z,3951.88057295,2011,Unknown,172143229.18253,159420.425074094
307,WAOWF,Okan-Wen NF,Camels Hump,362,2008-07-24T00:00:00.000Z,2008-07-31T00:00:00.000Z,116.58766848,2008,Miscellaneou,5078538.5247465,11813.7201230894
308,WANES,WA DNR - NE Region,Cayuse,358,2008-07-09T00:00:00.000Z,2008-07-13T00:00:00.000Z,1744.23240162,2008,Debris Burning,75978459.5,48770.6465471348
309,ORCGF,Columbia RG NSA,Maryhill,016,2006-06-18T00:00:00.000Z,2006-06-19T00:00:00.000Z,801.310141,2006,Miscellaneous,34904930.121678,40590.7503536199
310,WANES,WA DNR - NE Region,Gateway Lane,196,2006-07-15T00:00:00.000Z,2006-07-15T00:00:00.000Z,113.23336596,2006,Equipment Use,4932425.6913785,23223.2749354103
311,WASPD,Spokane BLM,Badger Hollow,Unknown,2006-08-01T00:00:00.000Z,2006-08-01T00:00:00.000Z,7384.36203656,2006,Unknown,321661523.662489,80649.2156062786
312,WASPD,Spokane BLM,Welch Road,Unknown,2006-08-01T00:00:00.000Z,2006-08-01T00:00:00.000Z,2570.95243167,2006,Unknown,111990239.961165,61496.0063147114
313,WACOA,Colville Agency,Cameron Lake Road,Unknown,2006-08-22T00:00:00.000Z,2006-08-22T00:00:00.000Z,1568.08507291,2006,Equipment Use,68305512.553117,43658.0110875763
314,WACOA,Colville Agency,Swawilla Basin,Unknown,2006-07-14T00:00:00.000Z,2006-07-14T00:00:00.000Z,81.54705117,2006,Arson,3552175.3401825,9632.12060936808
315,WANES,WA DNR - NE Region,Fruit Hill,258,2006-07-29T00:00:00.000Z,2006-07-29T00:00:00.000Z,115.56873834,2006,Arson,5034154.105259,16502.1746476065
316,WASES,WA DNR - SE Region,Palouse River,707,2006-08-23T00:00:00.000Z,2006-08-23T00:00:00.000Z,654.42068351,2006,Unknown,28506450.9476135,49537.6751398438
317,WASPS,WA DNR - SPS Region,Carbon Copy,062,2006-08-20T00:00:00.000Z,2006-08-31T00:00:00.000Z,276.96980421,2006,Unknown,12064756.412296,17137.0775564233
318,WAOWF,Okan-Wen NF,Trinity,521,2004-07-22T00:00:00.000Z,2004-07-23T00:00:00.000Z,3.53739765,2004,Lightning,154088.4254855,1653.87029066276
319,WAYAA,BIA - Yakima,Spring Creek,006,2004-04-27T00:00:00.000Z,2004-04-30T00:00:00.000Z,707.44859209,2004,Debris Burning,30816337.4055735,29593.3465171317
320,WAMSF,Mt. Baker-Snoq NF,Fathers Day,Unknown,2004-06-19T00:00:00.000Z,2004-06-19T00:00:00.000Z,20.49742216,2004,Unknown,892864.1378035,3732.01542726777
321,WAMSF,Mt. Baker-Snoq NF,Swift Creek,121,2004-07-17T00:00:00.000Z,2004-07-27T00:00:00.000Z,172.9171597,2004,Lightning,7532241.347672,12026.0282686498
322,WAMSF,Mt. Baker-Snoq NF,Survey Point,Unknown,2004-08-14T00:00:00.000Z,2004-08-21T00:00:00.000Z,68.18345872,2004,Lightning,2970059.581655,6862.11798940598
323,WAOWF,Okan-Wen NF,Glory Mountain,080,2001-08-01T00:00:00.000Z,2001-08-01T00:00:00.000Z,928.73202986,2001,Unknown,40455405.398642,25815.6412143267
324,WAOWF,Okan-Wen NF,Sweetgrass,031,2003-08-01T00:00:00.000Z,2003-08-01T00:00:00.000Z,181.31183649,2003,Unknown,7897912.005942,13649.1516811708
325,WACOF,Colville NF,Togo,035,2003-08-01T00:00:00.000Z,2003-08-01T00:00:00.000Z,5218.37220836,2003,Unknown,227311384.147734,98106.4292992838
326,WAOWF,Okan-Wen NF,Wilcox,081,2003-08-01T00:00:00.000Z,2003-08-01T00:00:00.000Z,440.55194383,2003,Unknown,19190365.9116385,32278.8284474973
327,WAOWF,Okan-Wen NF,Middle Quartz Mt,028,2002-08-01T00:00:00.000Z,2002-08-01T00:00:00.000Z,7402.71028141,2002,Unknown,322460770.010974,204799.397718462
328,WAOWF,Okan-Wen NF,Quartz Mt,030,2002-08-01T00:00:00.000Z,2002-08-01T00:00:00.000Z,4208.26808036,2002,Unknown,183311424.332799,104080.961932428
329,WA,Unknown,Icicle Complex,Unknown,2001-08-14T00:00:00.000Z,2001-08-21T00:00:00.000Z,8006.07151715,2001,Lightning,348743080.310618,156012.787038909
330,WANES,WA DNR - NE Region,Marshall,326,2007-08-11T00:00:00.000Z,2007-08-11T00:00:00.000Z,384.39492287,2007,Unknown,16744175.8635,42410.6582352534
331,WASES,WA DNR - SE Region,Ellensburg Pass,649,2007-09-10T00:00:00.000Z,2007-09-10T00:00:00.000Z,452.8422728,2007,Unknown,19725730.5,19542.0393007018
332,WACOF,Colville NF,Mt Leona,015,2001-08-01T00:00:00.000Z,2001-08-01T00:00:00.000Z,4895.29859926,2001,Unknown,213238354.027657,84286.5223349219
333,WACOA,Colville Agency,Six Mile 2,180,2013-08-10T00:00:00.000Z,2013-08-10T00:00:00.000Z,4.82819487,2013,Unknown,210315.3273065,1835.63813972016
334,WACOA,Colville Agency,Whitmore South,180,2013-08-10T00:00:00.000Z,2013-08-10T00:00:00.000Z,169.38386422,2013,Lightning,7378331.612136,11175.9192665344
335,WACOA,Colville Agency,Six Mile,180,2013-08-10T00:00:00.000Z,2013-08-10T00:00:00.000Z,247.61426584,2013,Lightning,10786034.2758085,14418.5463416696
336,WACOA,Colville Agency,Whitmore 3,180,2013-08-10T00:00:00.000Z,2013-08-10T00:00:00.000Z,4.98456802,2013,Lightning,217126.91465,1950.40465231754
337,WANES,WA DNR - NE Region,Little Chopaka,160,2007-07-07T00:00:00.000Z,2007-07-11T00:00:00.000Z,4428.34102028,2007,Miscellaneous,192897763.25,61918.7637723353
338,WAWFS,WA Fire Service,Easy Street,236,2007-07-07T00:00:00.000Z,2007-07-07T00:00:00.000Z,5208.62754937,2007,Miscellaneous,226886908.5,73626.3604079219
339,WAOWF,Okan-Wen NF,Crow Creek,408,2007-08-02T00:00:00.000Z,2007-08-04T00:00:00.000Z,83.0082751,2007,Unknown,3615826,13815.3651213712
340,WASPD,Spokane BLM,Douglas Creek,006,2007-07-09T00:00:00.000Z,2007-07-10T00:00:00.000Z,3156.02448129,2007,Fireworks,137475876.5,48733.5752469511
341,WANES,WA DNR - NE Region,Tunk Grade,215,2007-07-14T00:00:00.000Z,2007-07-17T00:00:00.000Z,16498.06617585,2007,Lightning,718652888,142982.08694422
342,WAWFS,WA Fire Service,Les Blair,2399,2007-07-30T00:00:00.000Z,2007-08-01T00:00:00.000Z,7037.32239857,2007,Unknown,306544537.5,72135.2901130733
343,WASES,WA DNR - SE Region,Beasley Hill,806,2007-08-14T00:00:00.000Z,2007-08-14T00:00:00.000Z,85.71552881,2007,Unknown,3733753.5,8455.76579799213
344,WACOF,Colville NF,Pend D'Oreille,194,2007-08-11T00:00:00.000Z,2007-08-18T00:00:00.000Z,9730.19778533,2007,Lightning,423845720.141072,133743.061183812
345,WANCP,North Cascades NP,Tolo,112,2007-07-15T00:00:00.000Z,2007-08-16T00:00:00.000Z,293.17027851,2007,Lightning,12770446.25,20220.8962758129
346,WAMCR,Mid Columbia NWR,Wautoma,070084,2007-08-16T00:00:00.000Z,2007-08-17T00:00:00.000Z,67291.4018444,2007,Miscellaneous,2931201739.5,320300.44766484
347,WA,Unknown,Black Rock,808,2007-08-31T00:00:00.000Z,2007-09-01T00:00:00.000Z,32139.34579784,2007,Unknown,1399984303,176767.732366519
348,WA,Unknown,Milepost 17,70082,2007-08-13T00:00:00.000Z,2007-09-07T00:00:00.000Z,6452.10503245,2007,Miscellaneous,281052571,92282.3381920601
349,WAWFS,WA Fire Service,Horse Heaven Complex - McBee,802,2007-07-13T00:00:00.000Z,2007-07-15T00:00:00.000Z,3097.28286821,2007,Lightning,134917102.069,87691.431820523
350,WASES,WA DNR - SE Region,Easton Ridge,407,2007-08-02T00:00:00.000Z,2007-08-04T00:00:00.000Z,401.45718434,2007,Equipment Use,17487405,25888.1305816483
351,WA,Unknown,South Omak Lake,247,2007-08-30T00:00:00.000Z,2007-08-30T00:00:00.000Z,10508.6868522,2007,Arson,457756568.25,115832.460805448
352,WAWFS,WA Fire Service,Horse Heaven Complex - Overlook,802,2007-07-13T00:00:00.000Z,2007-07-16T00:00:00.000Z,19565.90062349,2007,Lightning,852287222,183017.803070267
353,WACOA,Colville Agency,Manilla Creek,256,2007-09-10T00:00:00.000Z,2007-09-16T00:00:00.000Z,26799.11099589,2007,Arson,1167364605.5085,197519.781587631
354,WASES,WA DNR - SE Region,Boughton Mill,685,2007-09-20T00:00:00.000Z,2007-09-22T00:00:00.000Z,138.02876607,2007,Railroad,6012509,11658.5302390038
355,WAYAA,BIA - Yakima,Pine Spring,122,2007-08-11T00:00:00.000Z,2007-08-11T00:00:00.000Z,1850.59474959,2007,Arson,80611584.845,50618.9347922761
356,WAOWF,Okan-Wen NF,Domke Lake,434,2007-08-05T00:00:00.000Z,2007-09-11T00:00:00.000Z,10333.14695436,2007,Lightning,450110080.886,151517.614731443
357,WA,Unknown,Panther Creek WFU,611,2007-08-05T00:00:00.000Z,2007-09-28T00:00:00.000Z,204.02074262,2007,Lightning,8887108,13166.5309174771
358,WANES,WA DNR - NE Region,Arbys 231,415,2007-09-07T00:00:00.000Z,2007-09-07T00:00:00.000Z,6.56591814,2007,Smoker,286010.25,3247.65422967408
359,WANES,WA DNR - NE Region,Burnt Valley,416,2007-09-08T00:00:00.000Z,2007-09-08T00:00:00.000Z,26.68260214,2007,Electric Fen,1162289.5,4807.93858577673
360,WA,Unknown,Whispering Pines,Unknown,2007-09-15T00:00:00.000Z,2007-09-15T00:00:00.000Z,14.05962924,2007,Debris Burning,612435,3584.7459624691
361,WASPD,Spokane BLM,Miller Homestead,884,2012-09-01T00:00:00.000Z,2012-09-01T00:00:00.000Z,358.85403571,2012,Unknown,15631619.268741,25084.4213438271
363,WANES,WA DNR - NE Region,Wrights Valley,408,2007-09-03T00:00:00.000Z,2007-09-03T00:00:00.000Z,226.22968132,2007,Unknown,9854525.5,15749.0181777478
364,WAOWF,Okan-Wen NF,Conrad Lake,530,2013-08-13T00:00:00.000Z,2013-09-01T00:00:00.000Z,1103.61828217,2013,Lightning,48073420.0769695,46073.2432732814
365,WASPD,Spokane BLM,Burbank,324,2013-07-22T00:00:00.000Z,2013-07-23T00:00:00.000Z,202.56539119,2013,Miscellaneous,8823713.145173,21168.6809070307
366,WANES,WA DNR - NE Region,Keystone North,633,2013-08-01T00:00:00.000Z,2013-08-05T00:00:00.000Z,459.27384245,2013,Unknown,20005888.5535335,22048.4126775425
367,WANES,WA DNR - NE Region,Keystone,608,2013-08-01T00:00:00.000Z,2013-08-05T00:00:00.000Z,434.30626536,2013,Lightning,18918305.2456115,26210.810510139
368,WANES,WA DNR - NE Region,Tunk Peak,651,2013-08-01T00:00:00.000Z,2013-08-05T00:00:00.000Z,12.60465383,2013,Lightning,549056.524513,3251.38116456859
369,WANES,WA DNR - NE Region,Corral Lake,640,2013-08-01T00:00:00.000Z,2013-08-05T00:00:00.000Z,0.97552986,2013,Unknown,42493.910641,904.377542554734
370,WAWFS,WA Fire Service,Dead Canyon,405,2013-09-10T00:00:00.000Z,1013-09-12T00:00:00.000Z,3707.96743489,2013,Miscellaneous,161518415.388121,129038.552966289
371,WASPD,Spokane BLM,Webber,50795,2013-09-18T00:00:00.000Z,2013-09-19T00:00:00.000Z,681.24457214,2013,Fireworks,29674894.8625785,28878.3077393213
372,WAWFS,WA Fire Service,B&O,221,2013-07-15T00:00:00.000Z,2013-07-16T00:00:00.000Z,1451.1550919,2013,Unknown,63212062.9540035,65645.4630733738
373,WASPD,Spokane BLM,Ione,194,2013-07-04T00:00:00.000Z,2013-07-08T00:00:00.000Z,338.53387351,2013,Miscellaneou,14746476.54403,22458.2074875073
374,WASES,WA DNR - SE Region,Grand Ronde,1034,2013-08-29T00:00:00.000Z,2013-08-30T00:00:00.000Z,613.01622248,2013,Lightning,26702879.839344,23824.0033568814
375,WASES,WA DNR - SE Region,Mail Trail,217,2013-06-09T00:00:00.000Z,2013-06-13T00:00:00.000Z,2495.18489127,2013,Miscellaneous,108689819.103028,67432.8451364301
376,WAPCS,WA DNR - PC Region,Dog Mountain,002,2013-05-04T00:00:00.000Z,2013-05-13T00:00:00.000Z,198.76701237,2013,Unknown,8658256.4258625,19572.7267318857
377,ORCGF,Columbia RG NSA,Major Creek,199,2013-07-03T00:00:00.000Z,2013-07-05T00:00:00.000Z,149.20407621,2013,Miscellaneous,6499303.562335,12530.3179144142
378,WAOWF,Okan-Wen NF,Alpine,518,2014-08-01T00:00:00.000Z,2014-08-12T00:00:00.000Z,19.39150482,2014,Lightning,844690.571157,4111.03199069858
379,WAOWF,Okan-Wen NF,Chiwaukum Creek,356,2014-07-15T00:00:00.000Z,2014-08-12T00:00:00.000Z,13894.58962778,2014,Lightning,605245903.195314,287372.053703302
380,WAWFS,WA Fire Service,Snake River,368,2016-08-02T00:00:00.000Z,2016-08-04T00:00:00.000Z,11366.23858601,2016,Human,495111372.35509,165543.009601556
381,WAOLP,Olympic NP,Cox Valley,135,2016-07-21T00:00:00.000Z,2016-08-26T00:00:00.000Z,56.99801953,2016,Lightning,2482823.7992825,13295.7125856847
412,WANWS,WA DNR - NW Region,Hot Shot,015,2016-05-12T00:00:00.000Z,2016-05-17T00:00:00.000Z,59.49864153,2016,Undetermined,2591750.4579395,9792.90427401226
413,WASPD,Spokane BLM,Webber Canyon,082,2016-05-11T00:00:00.000Z,2016-05-16T00:00:00.000Z,504.28730502,2016,Undetermined,21966667.139602,32050.9858173996
414,WASPD,Spokane BLM,Sunland,114,2016-05-29T00:00:00.000Z,2016-05-31T00:00:00.000Z,1912.50084442,2016,Human,83308203.549297,50293.0142107362
415,WACOA,Colville Agency,Timm Ranch,037,2016-06-08T00:00:00.000Z,2016-06-22T00:00:00.000Z,1357.3019961,2016,Undetermined,59123838.4541585,44401.9547159029
416,WASPD,Spokane BLM,Beam Road,170,2016-06-20T00:00:00.000Z,2016-06-20T00:00:00.000Z,1293.95488443,2016,Human,56364449.307411,47264.9389401793
417,WASPD,Spokane BLM,Rocky Ford,430,2016-07-09T00:00:00.000Z,2016-07-11T00:00:00.000Z,1951.63481684,2016,Human,85012872.5689505,51962.897573481
418,WASPD,Spokane BLM,McBee Command,253,2016-07-14T00:00:00.000Z,2016-07-15T00:00:00.000Z,1689.16982852,2016,Human,73579943.4096575,63676.7037222426
419,WASES,WA DNR - SE Region,Antilon Lake,340,2016-07-29T00:00:00.000Z,2016-07-30T00:00:00.000Z,827.07515956,2016,Undetermined,36027249.8411475,30705.3352133742
420,WASPD,Spokane BLM,Black Rock Road,597,2016-07-30T00:00:00.000Z,2016-07-31T00:00:00.000Z,16005.33672165,2016,Undetermined,697189678.828025,207695.604635449
421,WAOWF,Okan-Wen NF,Halfway,352,2016-07-31T00:00:00.000Z,2016-08-01T00:00:00.000Z,341.2472569,2016,Human,14864671.051932,20374.467035677
422,WASPD,Spokane BLM,Range 12,344,2016-07-30T00:00:00.000Z,2016-08-03T00:00:00.000Z,176580.63221659,2016,Undetermined,7691821571.97608,616505.361020293
423,WAWFS,WA Fire Service,Road 10,704,2016-08-02T00:00:00.000Z,2016-08-04T00:00:00.000Z,2567.78464465,2016,Undetermined,111852251.71062,56751.6511700976
424,WACOA,Colville Agency,Kewa,082,2016-08-02T00:00:00.000Z,2016-08-10T00:00:00.000Z,1893.98283359,2016,Undetermined,82501562.2240545,68306.7718734337
425,WAYAA,BIA - Yakima,Tule #6,147,2016-08-21T00:00:00.000Z,2016-08-22T00:00:00.000Z,8469.38731608,2016,Undetermined,368925035.783827,92882.2300003314
426,WAWFS,WA Fire Service,Kahlotus,444,2016-08-21T00:00:00.000Z,2016-08-24T00:00:00.000Z,8463.65626039,2016,Undetermined,368675391.996385,102479.114164857
427,WANES,WA DNR - NE Region,Wellesley,807,2016-08-21T00:00:00.000Z,2016-08-24T00:00:00.000Z,341.17201945,2016,Undetermined,14861393.721477,26226.3543849854
428,WANES,WA DNR - NE Region,Cayuse Mtn.,024,2016-08-21T00:00:00.000Z,2016-08-30T00:00:00.000Z,18095.96213619,2016,Human,788256957.615136,164244.900137631
429,WANES,WA DNR - NE Region,Yale,808,2016-08-21T00:00:00.000Z,2016-08-28T00:00:00.000Z,5870.2343241,2016,Undetermined,255706384.329185,174644.143088132
430,WANES,WA DNR - NE Region,Hart,806,2016-08-21T00:00:00.000Z,2016-08-30T00:00:00.000Z,4936.45939127,2016,Undetermined,215031310.955795,101132.837609982
431,WANES,WA DNR - NE Region,Deep North,802,2016-08-21T00:00:00.000Z,2016-08-31T00:00:00.000Z,590.98276295,2016,Undetermined,25743106.1812035,50665.3695557944
432,WAOWF,Okan-Wen NF,Mills Canyon,267,2014-07-08T00:00:00.000Z,2014-07-19T00:00:00.000Z,22005.97065323,2014,Structure Fire,958576247.33807,158272.516008818
433,WASES,WA DNR - SE Region,Suncrest,459,2016-08-27T00:00:00.000Z,2016-08-30T00:00:00.000Z,420.12428774,2016,Undetermined,18300540.7714405,31658.4691837271
382,WASES,WA DNR - SE Region,Cottonwood,168,2014-06-17T00:00:00.000Z,2014-06-18T00:00:00.000Z,8942.47742054,2014,Miscellaneous,389532758.30306,109047.634879008
383,WASES,WA DNR - SE Region,25 Mile,279,2014-07-10T00:00:00.000Z,2014-07-10T00:00:00.000Z,218.18466731,2014,Unknown,9504086.091357,17067.7122802594
384,WASES,WA DNR - SE Region,Skookum,332,2014-07-14T00:00:00.000Z,2014-07-14T00:00:00.000Z,60.84558576,2014,Unknown,2650423.113948,8332.93479443032
385,WANES,WA DNR - NE Region,Carlton Complex-Rising Eagle Rd,487,2014-07-14T00:00:00.000Z,2014-08-12T00:00:00.000Z,255899.59574273,2014,Lightning,11146941802.6524,1437464.70532389
386,WACOA,Colville Agency,Devils Elbow,168,2014-08-03T00:00:00.000Z,2014-08-13T00:00:00.000Z,24003.21453281,2014,Lightning,1045575842.73307,460297.763033596
387,WASPD,Spokane BLM,Watermelon,591,2014-07-19T00:00:00.000Z,2014-07-20T00:00:00.000Z,11416.981906,2014,Unknown,497321742.532269,124575.550085707
388,WAOWF,Okan-Wen NF,Upper Falls,570,2014-08-06T00:00:00.000Z,2014-08-20T00:00:00.000Z,8113.66736329,2014,Lightning,353429936.621127,194027.613888007
389,WAOWF,Okan-Wen NF,South Cle Elum Ridge,621,2014-08-07T00:00:00.000Z,2014-08-19T00:00:00.000Z,887.71468514,2014,Unknown,38668697.009615,48209.6349020637
390,WASES,WA DNR - SE Region,I-82 Manashtash,226,2014-07-03T00:00:00.000Z,2014-07-04T00:00:00.000Z,1994.73310648,2014,Burnin Material,86890226.556228,80456.7833063649
391,WASES,WA DNR - SE Region,Yaxon Canyon,849,2014-09-22T00:00:00.000Z,2014-09-23T00:00:00.000Z,45.8382727,2014,Lightning,1996707.1717625,6747.09859966019
392,WASES,WA DNR - SE Region,Foster Creek,126,2014-06-03T00:00:00.000Z,2014-06-03T00:00:00.000Z,377.3075606,2014,Lightning,16435451.597545,25256.2945199399
393,WASES,WA DNR - SE Region,Box Canyon,580,2014-08-03T00:00:00.000Z,2014-08-03T00:00:00.000Z,54.74024098,2014,Lightning,2384475.3591465,6972.97945581755
394,WASES,WA DNR - SE Region,Auvil Canyon,731,2014-08-21T00:00:00.000Z,2014-08-21T00:00:00.000Z,633.13542642,2014,Lightning,27579268.8573985,22523.6313901872
395,WASES,WA DNR - SE Region,BMIDC INC 881,646,2014-08-11T00:00:00.000Z,2014-08-11T00:00:00.000Z,131.76951708,2014,Lightning,5739857.20444,14817.4189040623
396,WASES,WA DNR - SE Region,BMIDC INC 879,645,2014-08-11T00:00:00.000Z,2014-08-11T00:00:00.000Z,30.07020222,2014,Lightning,1309852.7690825,7381.51918084475
397,WAPCS,WA DNR - PC Region,Teague Rd,0065,2014-08-10T00:00:00.000Z,2014-08-10T00:00:00.000Z,58.57170025,2014,Unknown,2551373.0573135,8132.08191766568
398,WACOA,Colville Agency,Belvedere,057,2014-06-04T00:00:00.000Z,2014-06-04T00:00:00.000Z,865.45745791,2014,Unknown,37699176.069313,29240.3369032855
399,WACOA,Colville Agency,Brody Canyon,059,2014-06-12T00:00:00.000Z,2014-06-13T00:00:00.000Z,818.24416787,2014,Unknown,35642573.3815935,37419.6179349504
400,WACOA,Colville Agency,Lawson Flats,037,2014-04-07T00:00:00.000Z,2014-04-08T00:00:00.000Z,410.67355137,2014,Human,17888868.3421625,33919.559120608
401,WANES,WA DNR - NE Region,Running Deer,1216,2014-08-27T00:00:00.000Z,2014-08-28T00:00:00.000Z,25.61081679,2014,Unknown,1115602.717087,5937.9134566176
402,WASES,WA DNR - SE Region,Saddle Mountain,358,2014-07-18T00:00:00.000Z,2014-07-18T00:00:00.000Z,24917.44287758,2014,Unknown,1085399470.13632,217063.40833556
403,WAPCS,WA DNR - PC Region,Mineral Hill,0097,2014-09-07T00:00:00.000Z,2014-09-07T00:00:00.000Z,6.09674558,2014,Unknown,265573.174996,2657.37593123542
404,WASPD,Spokane BLM,Malaga,112,2014-05-28T00:00:00.000Z,2014-05-29T00:00:00.000Z,1248.52299942,2014,Lightning,54385444.3124135,43877.010737081
405,WACOA,Colville Agency,Silver Creek II,072,2014-07-04T00:00:00.000Z,2014-07-05T00:00:00.000Z,273.91414312,2014,Human,11931652.347576,14021.7438940374
406,WAWFS,WA Fire Service,Rock Hill,501,2014-07-06T00:00:00.000Z,2014-07-07T00:00:00.000Z,1129.53261576,2014,Human,49202243.9331395,40542.372035813
407,WANES,WA DNR - NE Region,Lake Spokane,443,2014-07-09T00:00:00.000Z,2014-07-10T00:00:00.000Z,1016.31089024,2014,Structure Fire,44270325.2971,36176.5295567059
408,WASPD,Spokane BLM,R Road,383,2014-07-16T00:00:00.000Z,2014-07-16T00:00:00.000Z,3320.86236455,2014,Unknown,144656185.973274,47557.5166061874
409,WANES,WA DNR - NE Region,Bugg Road,428,2014-07-21T00:00:00.000Z,2014-07-22T00:00:00.000Z,1168.94735515,2014,Human,50919143.113194,33788.8201426348
410,WAOWF,Okan-Wen NF,Shoofly,587,2014-08-04T00:00:00.000Z,2014-08-15T00:00:00.000Z,163.05324888,2014,Lightning,7102571.1107025,31112.3368995448
411,WANWS,WA DNR - NW Region,Proctor Creek 62 RD,016,2016-05-13T00:00:00.000Z,2016-05-15T00:00:00.000Z,289.15345057,2016,Undetermined,12595473.9249065,19187.234691381
434,WAMCR,Mid Columbia NWR,Division Road,393,2016-08-10T00:00:00.000Z,2016-08-13T00:00:00.000Z,722.28632487,2016,Undetermined,31462666.4602105,39478.3415266061
435,WASPD,Spokane BLM,Lower Crab Creek,379,2016-08-05T00:00:00.000Z,2016-08-12T00:00:00.000Z,5746.62856025,2016,Undetermined,250322138.793051,148595.7855298
436,WAOLP,Olympic NP,Hayes Two,153,2016-07-26T00:00:00.000Z,2016-09-08T00:00:00.000Z,2389.9156134,2016,Lightning,104104307.701317,119368.158899824
437,WAOLP,Olympic NP,Godkin,151,2016-07-25T00:00:00.000Z,2016-09-08T00:00:00.000Z,563.31251177,2016,Lightning,24537794.8610315,49324.8757052142
438,WAOLP,Olympic NP,Ignar Creek,162,2016-07-29T00:00:00.000Z,2016-09-08T00:00:00.000Z,79.93271576,2016,Lightning,3481855.1708775,14375.6845127705
439,WASPD,Spokane BLM,Morris Lane,337,2016-07-28T00:00:00.000Z,2016-08-11T00:00:00.000Z,1414.5968398,2016,Human,61619591.862656,50168.6144734404
440,WACOA,Colville Agency,Elmer City,129,2016-09-11T00:00:00.000Z,2016-09-12T00:00:00.000Z,5491.12975663,2016,Human,239192655.425346,75212.2655179345
441,WAWFS,WA Fire Service,Starbuck,162,2016-07-17T00:00:00.000Z,2016-09-12T00:00:00.000Z,2481.14595978,2016,Human,108078285.693545,46268.3847056225
442,WAWFS,WA Fire Service,Fletcher Road,385,2016-08-07T00:00:00.000Z,2016-09-12T00:00:00.000Z,6780.17975416,2016,Lightning,295343448.71375,129999.157657775
443,WAWFS,WA Fire Service,230 Switch Yard,502,2016-09-12T00:00:00.000Z,2016-09-12T00:00:00.000Z,234.20966066,2016,Undetermined,10202132.009536,13372.0157260242
444,WASPD,Spokane BLM,Old Lady Creek,497,2016-09-10T00:00:00.000Z,2016-09-13T00:00:00.000Z,2548.08769402,2016,Undetermined,110994255.97294,65556.572448463
445,WAOWF,Okan-Wen NF,Rock Creek,495,2016-09-10T00:00:00.000Z,2016-09-16T00:00:00.000Z,1382.51249499,2016,Undetermined,60222003.392908,48157.8803205323
446,WANES,WA DNR - NE Region,Pickens North,832,2016-08-24T00:00:00.000Z,2016-08-26T00:00:00.000Z,724.04509913,2016,Human,31539278.36057,32862.4111715125
447,WAWFS,WA Fire Service,South Ward Gap,353,2016-07-31T00:00:00.000Z,2016-09-27T00:00:00.000Z,5039.58157351,2016,Undetermined,219523295.246105,73349.9993841187
448,WANCP,North Cascades NP,Lone Mountain 1,018,2014-07-14T00:00:00.000Z,2014-08-07T00:00:00.000Z,2436.74850045,2014,Lightning,106144340.101124,99833.7625872184
449,WAWFS,WA Fire Service,Sand Ridge,513,2014-08-20T00:00:00.000Z,2014-08-25T00:00:00.000Z,2276.76296247,2014,Lightning,99175397.942484,106307.509021449
450,WAOWF,Okan-Wen NF,Little Bridge Creek,538,2014-08-03T00:00:00.000Z,2014-08-17T00:00:00.000Z,4959.32444003,2014,Lightning,216027308.495825,236117.890961406
451,WAGPF,Gifford Pinchot NF,Alder Lake,627,2015-07-26T00:00:00.000Z,2015-09-30T00:00:00.000Z,359.40817821,2015,Lightning,15655757.619733,24915.0380720689
452,WASPD,Spokane BLM,Pegg Canyon,427,2015-07-10T00:00:00.000Z,2015-07-12T00:00:00.000Z,14769.15206569,2015,Lightning,643341690.607187,305221.910955239
453,WAWFS,WA Fire Service,Trinidad,514,2014-09-13T00:00:00.000Z,2014-09-15T00:00:00.000Z,211.1950849,2014,Human,9199621.0998505,18606.6851003671
454,WAOWF,Okan-Wen NF,Middle Mountain,311,2014-07-13T00:00:00.000Z,2014-08-17T00:00:00.000Z,412.45700483,2014,Lightning,17966555.2639365,23462.8469435797
455,WAWFS,WA Fire Service,Monumental,Unknown,2014-09-03T00:00:00.000Z,2014-09-03T00:00:00.000Z,11402.42567371,2014,Human,496687675.590148,123632.638050006
456,WASPD,Spokane BLM,Bighorn,615,2014-08-06T00:00:00.000Z,2014-08-06T00:00:00.000Z,265.97106069,2014,Unknown,11585653.060794,16906.0068829944
457,WASPD,Spokane BLM,Coyote Flats,050335,2014-07-14T00:00:00.000Z,2014-07-15T00:00:00.000Z,1785.49945304,2014,Lightning,77776045.0692865,78924.409310321
458,WASES,WA DNR - SE Region,Station,595,2014-08-04T00:00:00.000Z,2014-08-05T00:00:00.000Z,37.38143728,2014,Unknown,1628328.894565,6780.13640781382
459,WANCP,North Cascades NP,Thunder Creek,02,2015-05-30T00:00:00.000Z,2015-06-04T00:00:00.000Z,103.31840727,2015,Lightning,4500531.818365,8933.62859326455
